example_id,label
0,1
1,0
2,1
3,1
4,1
5,0
6,1
7,0
8,1
9,1
10,1
11,1
12,1
13,0
14,1
15,1
16,1
17,1
18,1
19,1
20,0
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,0
31,1
32,1
33,1
34,1
35,0
36,0
37,1
38,0
39,0
40,0
41,1
42,0
43,1
44,0
45,1
46,0
47,0
48,1
49,1
50,1
51,1
52,0
53,0
54,1
55,1
56,0
57,0
58,0
59,0
60,1
61,1
62,0
63,0
64,0
65,0
66,0
67,1
68,1
69,0
70,1
71,1
72,1
73,0
74,1
75,1
76,1
77,0
78,1
79,1
80,1
81,1
82,0
83,0
84,0
85,0
86,1
87,0
88,1
89,1
90,1
91,0
92,0
93,1
94,1
95,0
96,1
97,1
98,0
99,0
100,0
101,1
102,1
103,1
104,0
105,1
106,0
107,1
108,1
109,0
110,1
111,1
112,1
113,0
114,1
115,1
116,1
117,1
118,0
119,1
120,1
121,1
122,1
123,1
124,1
125,0
126,1
127,1
128,0
129,0
130,0
131,0
132,1
133,1
134,0
135,0
136,1
137,1
138,1
139,1
140,0
141,1
142,1
143,0
144,0
145,0
146,0
147,0
148,0
149,1
150,0
151,1
152,0
153,1
154,1
155,1
156,0
157,1
158,0
159,1
160,1
161,1
162,1
163,0
164,0
165,0
166,1
167,0
168,1
169,1
170,0
171,0
172,1
173,1
174,1
175,1
176,0
177,1
178,0
179,0
180,0
181,0
182,1
183,0
184,0
185,1
186,1
187,0
188,0
189,0
190,0
191,1
192,1
193,0
194,1
195,0
196,0
197,0
198,0
199,1
200,1
201,1
202,1
203,1
204,1
205,0
206,1
207,1
208,1
209,0
210,0
211,0
212,0
213,0
214,1
215,0
216,1
217,0
218,1
219,0
220,0
221,0
222,1
223,1
224,1
225,0
226,0
227,1
228,0
229,1
230,1
231,0
232,0
233,1
234,0
235,0
236,0
237,1
238,1
239,1
240,0
241,0
242,1
243,1
244,0
245,1
246,0
247,0
248,0
249,1
250,1
251,0
252,1
253,1
254,1
255,0
256,0
257,0
258,0
259,0
260,0
261,1
262,1
263,1
264,0
265,1
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,1
277,1
278,1
279,1
280,0
281,1
282,0
283,1
284,1
285,0
286,0
287,1
288,1
289,1
290,0
291,0
292,1
293,0
294,1
295,1
296,1
297,0
298,0
299,0
300,0
301,1
302,0
303,1
304,1
305,1
306,0
307,0
308,0
309,1
310,0
311,0
312,0
313,1
314,1
315,1
316,1
317,0
318,1
319,1
320,1
321,1
322,0
323,1
324,1
325,1
326,1
327,1
328,0
329,0
330,1
331,0
332,1
333,0
334,1
335,1
336,1
337,1
338,0
339,1
340,0
341,0
342,1
343,0
344,1
345,1
346,1
347,1
348,0
349,0
350,0
351,0
352,1
353,0
354,1
355,1
356,0
357,1
358,1
359,0
360,1
361,1
362,0
363,1
364,0
365,0
366,1
367,1
368,0
369,1
370,1
371,0
372,1
373,0
374,0
375,1
376,1
377,0
378,0
379,1
380,1
381,0
382,1
383,0
384,1
385,0
386,0
387,0
388,1
389,1
390,1
391,0
392,1
393,0
394,0
395,1
396,1
397,0
398,1
399,0
400,0
401,0
402,0
403,1
404,0
405,1
406,1
407,0
408,1
409,1
410,0
411,1
412,1
413,0
414,0
415,0
416,1
417,1
418,0
419,1
420,0
421,0
422,0
423,0
424,1
425,0
426,1
427,0
428,0
429,1
430,1
431,1
432,0
433,1
434,1
435,0
436,1
437,0
438,0
439,0
440,0
441,0
442,0
443,1
444,0
445,0
446,0
447,1
448,1
449,0
450,1
451,0
452,1
453,0
454,1
455,0
456,1
457,1
458,1
459,0
460,1
461,0
462,1
463,0
464,1
465,1
466,1
467,1
468,0
469,0
470,0
471,1
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,1
483,1
484,0
485,0
486,0
487,1
488,0
489,0
490,1
491,1
492,0
493,0
494,0
495,1
496,1
497,0
498,1
499,1
500,0
501,1
502,1
503,1
504,1
505,0
506,0
507,1
508,0
509,0
510,1
511,0
512,1
513,0
514,1
515,1
516,0
517,1
518,0
519,1
520,1
521,0
522,1
523,0
524,1
525,1
526,1
527,0
528,0
529,0
530,0
531,0
532,1
533,1
534,1
535,1
536,0
537,0
538,0
539,1
540,1
541,1
542,1
543,0
544,1
545,0
546,0
547,1
548,0
549,0
550,0
551,1
552,1
553,1
554,0
555,1
556,0
557,1
558,1
559,1
560,1
561,1
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,1
574,1
575,1
576,0
577,1
578,0
579,0
580,0
581,1
582,0
583,0
584,0
585,1
586,1
587,0
588,1
589,1
590,0
591,0
592,1
593,0
594,0
595,0
596,0
597,1
598,0
599,1
600,0
601,0
602,1
603,0
604,0
605,0
606,1
607,0
608,0
609,1
610,0
611,0
612,1
613,1
614,0
615,0
616,1
617,0
618,1
619,1
620,0
621,1
622,1
623,1
624,0
625,0
626,1
627,0
628,0
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,0
638,0
639,0
640,0
641,0
642,1
643,1
644,0
645,0
646,0
647,0
648,1
649,1
650,0
651,1
652,0
653,0
654,0
655,1
656,1
657,0
658,0
659,1
660,1
661,0
662,1
663,1
664,1
665,1
666,0
667,1
668,1
669,0
670,0
671,1
672,1
673,1
674,0
675,1
676,1
677,0
678,0
679,1
680,1
681,0
682,1
683,0
684,0
685,1
686,1
687,0
688,0
689,1
690,1
691,1
692,0
693,1
694,1
695,0
696,0
697,1
698,1
699,0
700,0
701,0
702,1
703,1
704,0
705,0
706,0
707,0
708,0
709,0
710,1
711,1
712,0
713,0
714,0
715,0
716,1
717,1
718,1
719,0
720,0
721,1
722,1
723,1
724,0
725,1
726,1
727,0
728,1
729,0
730,0
731,1
732,0
733,0
734,1
735,0
736,0
737,0
738,0
739,1
740,0
741,0
742,0
743,1
744,1
745,1
746,0
747,0
748,0
749,0
750,1
751,0
752,0
753,0
754,1
755,0
756,0
757,1
758,1
759,1
760,1
761,1
762,1
763,1
764,1
765,0
766,1
767,0
768,1
769,0
770,1
771,0
772,1
773,1
774,0
775,0
776,1
777,0
778,0
779,0
780,0
781,1
782,0
783,1
784,0
785,1
786,1
787,1
788,1
789,0
790,0
791,1
792,0
793,0
794,1
795,1
796,1
797,1
798,1
799,1
800,1
801,0
802,0
803,1
804,1
805,1
806,0
807,0
808,0
809,1
810,1
811,1
812,0
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,0
821,0
822,1
823,0
824,1
825,1
826,1
827,1
828,1
829,0
830,0
831,1
832,0
833,1
834,1
835,1
836,0
837,1
838,1
839,1
840,0
841,1
842,1
843,0
844,0
845,0
846,1
847,1
848,1
849,1
850,0
851,0
852,1
853,0
854,0
855,1
856,0
857,0
858,0
859,1
860,1
861,0
862,0
863,1
864,1
865,0
866,1
867,1
868,0
869,0
870,1
871,1
872,0
873,0
874,1
875,0
876,0
877,1
878,1
879,0
880,0
881,0
882,1
883,1
884,1
885,0
886,0
887,1
888,0
889,0
890,0
891,0
892,0
893,0
894,1
895,0
896,0
897,0
898,0
899,0
900,1
901,1
902,0
903,1
904,1
905,1
906,1
907,1
908,1
909,0
910,0
911,0
912,0
913,0
914,1
915,0
916,1
917,1
918,1
919,0
920,1
921,0
922,1
923,1
924,0
925,0
926,1
927,1
928,0
929,0
930,1
931,1
932,1
933,1
934,1
935,0
936,0
937,0
938,1
939,1
940,1
941,0
942,1
943,1
944,1
945,1
946,1
947,0
948,1
949,0
950,1
951,0
952,0
953,0
954,1
955,0
956,1
957,1
958,0
959,0
960,0
961,0
962,1
963,1
964,1
965,0
966,0
967,1
968,0
969,1
970,1
971,0
972,1
973,0
974,0
975,0
976,1
977,1
978,0
979,1
980,1
981,0
982,1
983,0
984,1
985,0
986,0
987,1
988,0
989,1
990,1
991,1
992,1
993,0
994,0
995,1
996,0
997,1
998,0
999,1
1000,1
1001,0
1002,0
1003,0
1004,0
1005,0
1006,1
1007,0
1008,0
1009,1
1010,1
1011,0
1012,0
1013,1
1014,1
1015,0
1016,1
1017,1
1018,1
1019,1
1020,0
1021,1
1022,0
1023,1
1024,0
1025,0
1026,0
1027,0
1028,1
1029,1
1030,0
1031,1
1032,0
1033,0
1034,1
1035,1
1036,1
1037,1
1038,1
1039,0
1040,1
1041,1
1042,0
1043,0
1044,1
1045,0
1046,0
1047,0
1048,1
1049,0
1050,0
1051,0
1052,1
1053,1
1054,1
1055,1
1056,1
1057,0
1058,1
1059,0
1060,1
1061,1
1062,1
1063,0
1064,0
1065,0
1066,0
1067,0
1068,1
1069,0
1070,1
1071,1
1072,0
1073,0
1074,0
1075,0
1076,1
1077,1
1078,0
1079,1
1080,0
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,1
1088,0
1089,1
1090,1
1091,1
1092,1
1093,0
1094,1
1095,1
1096,1
1097,0
1098,1
1099,0
1100,1
1101,0
1102,0
1103,1
1104,1
1105,0
1106,0
1107,1
1108,0
1109,1
1110,0
1111,0
1112,0
1113,0
1114,1
1115,0
1116,1
1117,0
1118,1
1119,0
1120,0
1121,1
1122,0
1123,1
1124,0
1125,0
1126,1
1127,0
1128,0
1129,1
1130,1
1131,1
1132,1
1133,0
1134,1
1135,0
1136,0
1137,0
1138,0
1139,1
1140,1
1141,0
1142,1
1143,1
1144,1
1145,0
1146,0
1147,0
1148,0
1149,1
1150,0
1151,1
1152,1
1153,1
1154,1
1155,0
1156,0
1157,0
1158,1
1159,0
1160,0
1161,0
1162,0
1163,0
1164,1
1165,0
1166,0
1167,0
1168,0
1169,1
1170,0
1171,1
1172,1
1173,0
1174,0
1175,1
1176,1
1177,0
1178,1
1179,1
1180,0
1181,0
1182,0
1183,0
1184,1
1185,1
1186,0
1187,1
1188,1
1189,1
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,1
1199,1
1200,1
1201,1
1202,1
1203,0
1204,1
1205,0
1206,0
1207,0
1208,1
1209,1
1210,1
1211,0
1212,1
1213,1
1214,1
1215,1
1216,0
1217,1
1218,1
1219,1
1220,0
1221,1
1222,0
1223,0
1224,0
1225,0
1226,1
1227,0
1228,0
1229,0
